City,Date,weather_time,weather_temperature_2m_max,weather_temperature_2m_min,weather_temperature_2m_mean,weather_relative_humidity_2m_max,weather_relative_humidity_2m_min,weather_relative_humidity_2m_mean,weather_precipitation_sum,weather_rain_sum,weather_snowfall_sum,weather_wind_speed_10m_max,weather_wind_speed_10m_mean,weather_wind_direction_10m_dominant,weather_wind_gusts_10m_max,weather_pressure_msl_mean,weather_sunshine_duration
Amritsar,2019-07-22,,33.6,26.8,30.1,96,69,81,3.2,3.2,0.0,8.3,5.1,120,21.2,1000.1,42341.29
Amritsar,2019-07-23,,35.7,27.3,31.6,94,54,73,0.0,0.0,0.0,6.5,3.1,128,15.5,998.6,42369.23
Amritsar,2019-07-24,,36.6,28.4,32.0,88,51,72,0.0,0.0,0.0,12.6,6.3,101,23.0,996.0,40540.1
Amritsar,2019-07-25,,30.7,26.1,27.8,95,74,88,29.6,29.6,0.0,18.8,12.1,110,34.2,997.8,6854.35
Amritsar,2019-07-26,,30.9,25.5,27.3,98,73,89,26.7,26.7,0.0,10.4,7.6,117,24.8,997.4,8667.43
Amritsar,2019-07-27,,30.2,25.5,27.2,97,73,90,6.8,6.8,0.0,17.3,9.0,108,42.5,998.2,18015.31
Amritsar,2019-07-28,,31.3,25.7,27.9,96,73,88,9.4,9.4,0.0,10.7,7.9,78,36.0,1000.5,25087.51
Amritsar,2019-07-29,,33.0,26.0,29.4,96,65,81,0.8,0.8,0.0,8.2,5.5,91,24.1,1001.3,38949.25
Amritsar,2019-07-30,,32.8,27.6,29.6,92,70,84,4.3,4.3,0.0,11.0,6.5,149,25.9,1000.2,37875.87
Amritsar,2019-07-31,,29.8,26.1,27.5,97,77,87,2.4,2.4,0.0,15.6,10.9,111,33.1,999.9,28164.71
Amritsar,2019-08-01,,31.5,25.4,27.8,95,68,86,8.3,8.3,0.0,11.2,7.9,107,28.4,998.9,36560.82
Amritsar,2019-08-02,,28.3,25.0,26.0,97,82,93,82.2,82.2,0.0,10.7,6.3,108,19.8,998.3,0.0
Amritsar,2019-08-03,,31.9,24.9,27.9,98,67,86,4.3,4.3,0.0,9.4,6.7,110,19.1,998.2,30898.51
Amritsar,2019-08-04,,33.0,26.0,29.3,99,66,84,0.9,0.9,0.0,8.3,4.4,103,19.8,997.3,41188.35
Amritsar,2019-08-05,,33.4,26.5,30.3,98,64,82,0.2,0.2,0.0,8.0,4.0,107,21.2,995.0,43200.0
Amritsar,2019-08-06,,32.3,26.8,29.2,96,74,87,9.4,9.4,0.0,13.1,8.7,117,27.7,995.2,35243.36
Amritsar,2019-08-07,,32.0,26.1,28.9,98,66,84,1.2,1.2,0.0,11.0,7.3,105,24.8,996.2,28002.19
Amritsar,2019-08-08,,34.7,26.6,30.4,91,58,76,0.7,0.7,0.0,8.2,4.6,106,15.8,995.6,42982.61
Amritsar,2019-08-09,,31.7,26.2,28.3,95,73,87,12.4,12.4,0.0,14.7,9.2,95,33.5,998.5,28167.88
Amritsar,2019-08-10,,31.7,25.7,28.6,95,69,82,7.7,7.7,0.0,13.3,9.1,88,33.1,999.3,38690.25
Amritsar,2019-08-11,,32.5,26.2,29.2,95,69,84,6.0,6.0,0.0,10.8,5.3,87,24.1,999.7,36413.36
Amritsar,2019-08-12,,32.8,26.6,29.0,97,73,88,6.5,6.5,0.0,12.8,4.6,91,31.0,999.3,27322.83
Amritsar,2019-08-13,,32.9,25.5,28.8,98,68,85,8.1,8.1,0.0,11.1,6.6,89,32.8,999.8,27808.75
Amritsar,2019-08-14,,31.7,25.7,28.6,96,76,87,16.0,16.0,0.0,14.3,8.6,103,28.1,1001.5,36024.79
Amritsar,2019-08-15,,33.5,25.8,29.0,99,67,86,2.8,2.8,0.0,9.4,4.7,95,25.9,1001.3,38905.23
Amritsar,2019-08-16,,31.8,26.1,28.3,97,68,87,3.9,3.9,0.0,12.6,6.4,107,27.0,1000.4,35945.45
Amritsar,2019-08-17,,26.6,24.0,25.7,99,93,95,48.9,48.9,0.0,12.4,8.1,73,27.4,1000.8,0.0
Amritsar,2019-08-18,,31.8,22.6,27.0,96,63,82,0.5,0.5,0.0,9.3,5.3,73,17.6,1002.1,39600.0
Amritsar,2019-08-19,,31.8,24.4,27.5,93,62,81,2.6,2.6,0.0,10.8,6.7,99,25.6,1004.7,42648.66
Amritsar,2019-08-20,,33.2,23.9,28.3,96,59,79,0.0,0.0,0.0,13.7,5.4,294,26.6,1003.9,43200.0
Amritsar,2019-08-21,,34.1,23.9,28.8,93,57,77,0.0,0.0,0.0,8.3,5.1,273,19.1,1001.7,43200.0
Amritsar,2019-08-22,,33.6,25.4,29.3,94,61,80,0.3,0.3,0.0,8.0,4.8,103,20.2,1002.0,42055.39
Amritsar,2019-08-23,,33.9,25.4,29.7,98,60,81,0.0,0.0,0.0,8.1,4.2,105,20.5,1002.1,43200.0
Amritsar,2019-08-24,,35.2,26.4,30.4,95,53,76,0.2,0.2,0.0,9.7,4.6,160,19.1,1001.8,42996.83
Amritsar,2019-08-27,,33.7,26.4,30.1,96,60,78,0.5,0.5,0.0,5.6,3.6,279,16.2,1002.2,43145.54
Amritsar,2019-08-28,,34.9,26.9,30.8,95,54,76,0.0,0.0,0.0,6.2,3.3,27,16.6,1003.0,42943.39
Amritsar,2019-08-29,,35.4,27.3,31.3,93,56,76,0.0,0.0,0.0,12.0,5.9,128,21.2,1003.4,42611.68
Amritsar,2019-08-30,,33.3,25.7,29.2,97,62,82,7.5,7.5,0.0,12.4,7.5,86,25.6,1001.9,40223.02
Amritsar,2019-08-31,,34.7,27.1,30.5,96,59,79,0.1,0.1,0.0,7.0,4.1,88,18.7,999.1,42726.23
Amritsar,2019-09-01,,33.5,25.7,28.9,96,67,85,10.4,10.4,0.0,14.0,8.4,108,29.2,1001.1,29121.78
Amritsar,2019-09-02,,32.7,25.7,28.8,99,61,84,2.2,2.2,0.0,11.0,5.4,74,24.1,1002.3,37784.47
Amritsar,2019-09-03,,34.6,26.4,30.2,97,60,80,0.0,0.0,0.0,7.3,4.4,199,16.9,1000.3,43089.53
Amritsar,2019-09-04,,34.6,26.6,30.3,96,61,79,2.0,2.0,0.0,11.8,6.8,122,27.4,999.5,41760.02
Amritsar,2019-09-05,,32.6,25.6,28.8,96,67,83,5.6,5.6,0.0,15.3,9.8,110,31.7,1000.3,37792.7
Amritsar,2019-09-06,,32.8,26.2,29.1,97,66,83,1.3,1.3,0.0,10.5,6.6,95,33.8,999.3,41248.05
Amritsar,2019-09-07,,34.2,26.1,29.7,97,60,80,0.0,0.0,0.0,7.7,4.9,101,22.7,999.5,42649.43
Amritsar,2019-09-08,,33.7,26.2,29.8,96,61,79,0.4,0.4,0.0,10.5,5.5,134,27.4,1001.5,42164.54
Amritsar,2019-09-09,,35.6,26.0,30.4,97,52,76,0.0,0.0,0.0,7.9,5.5,155,20.5,999.9,42120.96
Amritsar,2019-09-10,,36.1,27.0,31.2,92,55,75,0.0,0.0,0.0,9.7,6.4,125,20.5,999.1,41710.32
Amritsar,2019-09-11,,37.0,27.6,31.6,91,51,75,0.0,0.0,0.0,10.5,6.9,120,23.8,1000.2,41880.02
Amritsar,2019-09-12,,37.1,27.5,31.8,96,49,75,0.0,0.0,0.0,12.5,7.7,121,22.7,1001.3,41538.09
Amritsar,2019-09-13,,35.0,27.0,30.6,91,56,75,0.0,0.0,0.0,14.3,9.7,106,30.2,1003.2,40759.48
Amritsar,2019-09-14,,34.6,26.9,30.3,91,57,76,5.4,5.4,0.0,10.8,6.6,116,27.0,1003.7,40439.72
Amritsar,2019-09-15,,34.3,26.9,30.1,91,55,76,0.4,0.4,0.0,11.1,6.4,113,24.8,1004.2,40313.37
Amritsar,2019-09-16,,33.8,26.4,29.4,91,56,76,1.8,1.8,0.0,13.5,5.9,105,33.1,1002.6,38492.3
Amritsar,2019-09-17,,34.8,25.3,29.4,96,47,73,0.4,0.4,0.0,10.0,7.2,95,26.3,1003.4,40147.06
Amritsar,2019-09-18,,33.6,25.2,29.3,93,53,74,0.0,0.0,0.0,14.3,8.8,114,33.5,1007.0,40166.01
Amritsar,2019-09-19,,31.5,24.9,27.6,87,58,77,3.1,3.1,0.0,18.1,11.4,102,36.7,1009.8,30697.69
Amritsar,2019-09-20,,32.2,24.3,27.5,93,57,77,1.4,1.4,0.0,9.4,5.4,64,23.8,1008.9,37100.27
Amritsar,2019-09-21,,33.5,23.5,27.9,94,46,73,0.0,0.0,0.0,7.9,4.4,47,22.0,1007.3,39332.32
Amritsar,2019-09-22,,33.3,24.4,28.5,90,50,71,0.0,0.0,0.0,10.4,7.1,99,22.3,1008.7,38930.17
Amritsar,2019-09-23,,32.4,24.8,28.1,89,53,73,0.4,0.4,0.0,9.4,5.2,87,21.6,1010.5,36726.52
Amritsar,2019-09-24,,33.1,24.5,28.6,88,47,68,0.3,0.3,0.0,6.9,4.8,90,19.1,1010.4,38131.48
Amritsar,2019-09-25,,32.9,25.3,28.6,81,55,70,0.5,0.5,0.0,7.8,5.6,102,22.3,1011.7,37821.16
Amritsar,2019-09-26,,32.4,25.0,28.0,88,59,75,0.9,0.9,0.0,13.5,6.4,99,25.9,1012.4,38041.51
Amritsar,2019-09-27,,30.9,24.3,27.2,95,61,78,2.1,2.1,0.0,14.0,7.3,92,30.6,1011.2,36477.08
Amritsar,2019-09-28,,30.1,23.8,26.0,96,68,84,3.7,3.7,0.0,10.8,6.6,93,23.0,1009.5,36331.84
Amritsar,2019-09-29,,28.4,22.6,24.9,95,68,84,2.3,2.3,0.0,13.7,8.1,105,25.9,1010.8,24857.18
Amritsar,2019-09-30,,29.6,21.4,24.8,98,61,82,0.8,0.8,0.0,10.2,5.5,57,22.7,1009.4,37412.66
Amritsar,2019-10-01,,29.1,21.2,24.7,98,58,81,0.3,0.3,0.0,11.5,6.5,73,22.7,1008.9,35263.41
Amritsar,2019-10-02,,30.9,20.3,25.4,97,52,77,0.0,0.0,0.0,8.3,5.8,10,21.2,1009.8,36710.37
Amritsar,2019-10-03,,30.9,20.7,24.2,97,51,81,4.4,4.4,0.0,14.0,6.3,33,54.7,1009.9,25496.4
Amritsar,2019-10-04,,28.8,20.2,23.4,98,47,77,1.2,1.2,0.0,14.2,7.2,327,30.6,1011.1,28800.0
Amritsar,2019-10-05,,30.3,19.0,24.0,95,45,71,0.0,0.0,0.0,10.5,7.3,307,24.8,1010.7,37690.88
Amritsar,2019-10-06,,29.3,19.2,24.1,94,52,73,0.0,0.0,0.0,10.9,6.7,297,20.9,1011.3,23448.0
Amritsar,2019-10-07,,30.2,21.0,25.0,80,40,59,0.0,0.0,0.0,14.4,7.9,323,28.8,1012.8,37414.02
Amritsar,2019-10-08,,30.7,18.2,24.3,85,40,64,0.0,0.0,0.0,7.2,4.8,297,17.3,1011.2,37412.72
Amritsar,2019-10-09,,30.7,18.7,24.3,95,44,71,0.0,0.0,0.0,10.5,6.0,106,20.2,1011.7,37277.8
Amritsar,2019-10-10,,31.2,19.3,25.1,97,42,70,0.0,0.0,0.0,8.5,4.1,43,21.2,1011.5,36748.89
Amritsar,2019-10-18,,28.5,18.8,22.5,94,51,75,5.7,5.7,0.0,27.2,8.2,24,52.6,1014.7,29723.75
Amritsar,2019-10-19,,30.6,16.9,23.0,91,31,62,0.0,0.0,0.0,11.6,7.1,329,24.8,1015.7,36528.39
Amritsar,2019-10-20,,30.0,16.9,22.6,85,33,61,0.0,0.0,0.0,10.1,7.1,302,23.4,1015.1,36193.11
Amritsar,2019-10-21,,29.9,16.5,22.7,86,34,61,0.0,0.0,0.0,11.0,6.9,309,24.1,1013.2,36305.05
Amritsar,2019-10-22,,31.2,17.7,23.0,78,30,58,0.0,0.0,0.0,11.0,8.4,304,24.5,1010.0,36242.17
Amritsar,2019-10-23,,30.5,18.1,23.1,88,37,65,0.0,0.0,0.0,15.0,6.8,332,32.4,1009.2,36068.11
Amritsar,2019-10-24,,30.9,16.9,23.4,93,29,64,0.0,0.0,0.0,8.2,6.1,13,21.2,1010.6,35898.8
Amritsar,2019-10-25,,30.6,17.0,23.8,91,31,61,0.0,0.0,0.0,8.8,4.6,356,18.0,1011.9,35376.3
Amritsar,2019-10-26,,30.2,16.8,22.7,92,34,64,0.0,0.0,0.0,9.5,5.9,306,21.6,1013.3,35787.22
Amritsar,2019-10-27,,30.9,16.2,22.9,90,29,60,0.0,0.0,0.0,10.9,8.5,307,25.6,1012.5,35628.45
Amritsar,2019-10-28,,31.0,17.6,23.4,94,39,69,0.0,0.0,0.0,9.3,6.8,309,22.3,1012.9,35474.32
Amritsar,2019-10-29,,31.1,18.3,24.0,95,38,70,0.0,0.0,0.0,8.0,5.5,195,20.9,1013.5,35424.2
Amritsar,2019-10-30,,30.6,18.6,23.7,96,39,72,0.0,0.0,0.0,7.7,5.1,127,19.4,1012.7,35332.52
Amritsar,2019-10-31,,31.1,18.2,23.8,95,41,69,0.0,0.0,0.0,8.8,5.6,304,20.2,1012.0,32400.0
Amritsar,2019-11-01,,28.3,17.6,22.8,94,47,71,0.0,0.0,0.0,15.6,7.1,313,33.8,1012.4,14707.96
Amritsar,2019-11-02,,28.3,17.9,22.2,95,41,73,0.0,0.0,0.0,10.5,7.1,284,22.0,1013.7,21365.76
Amritsar,2019-11-03,,26.5,18.0,21.2,94,56,79,3.7,3.7,0.0,11.5,6.5,336,24.1,1015.1,33311.59
Amritsar,2019-11-04,,28.8,16.6,21.7,94,35,67,0.0,0.0,0.0,11.2,7.9,313,27.0,1014.8,34817.1
Amritsar,2019-11-05,,29.8,16.6,22.3,90,30,61,0.0,0.0,0.0,11.8,8.3,287,27.7,1011.2,34811.05
Amritsar,2019-11-06,,27.6,17.4,22.0,83,38,60,1.9,1.9,0.0,19.0,11.8,128,41.8,1008.1,32433.25
Amritsar,2019-11-07,,22.0,14.6,18.3,96,56,79,26.8,26.8,0.0,18.5,12.4,80,50.4,1010.9,20547.82
Amritsar,2019-11-08,,23.8,14.1,18.1,95,53,75,6.2,6.2,0.0,18.1,7.8,18,37.1,1015.6,34355.42
Amritsar,2019-11-09,,25.6,12.6,18.2,88,44,67,0.0,0.0,0.0,9.9,7.2,300,20.9,1015.0,34494.52
Amritsar,2019-11-10,,25.1,12.1,17.9,87,42,66,0.0,0.0,0.0,10.5,7.0,269,19.4,1014.3,34346.29
Amritsar,2019-11-11,,24.3,13.1,18.4,83,41,62,0.0,0.0,0.0,9.7,6.3,273,18.4,1013.2,22893.81
Amritsar,2019-11-12,,24.7,13.3,19.0,89,46,67,0.0,0.0,0.0,9.4,5.5,288,18.7,1014.1,33077.26
Amritsar,2019-11-13,,24.4,13.7,19.2,91,49,71,0.0,0.0,0.0,8.3,5.1,320,18.4,1016.2,22987.72
Amritsar,2019-11-14,,22.5,15.1,18.6,95,60,82,1.1,1.1,0.0,7.7,4.7,313,16.6,1017.7,719.42
Amritsar,2019-11-15,,23.2,16.2,19.2,99,59,79,1.1,1.1,0.0,10.0,6.4,24,25.2,1017.1,25222.54
Amritsar,2019-11-16,,25.2,16.2,19.4,91,51,76,0.0,0.0,0.0,9.0,6.5,337,18.0,1017.0,32400.0
Amritsar,2019-11-17,,25.3,14.4,18.6,94,43,72,0.0,0.0,0.0,12.4,9.2,300,28.1,1016.6,33634.38
Amritsar,2019-11-18,,24.7,11.5,17.5,96,41,71,0.0,0.0,0.0,8.6,6.1,295,20.9,1014.4,33633.28
Amritsar,2019-11-19,,24.3,13.7,17.5,89,35,69,0.0,0.0,0.0,10.2,5.3,329,22.3,1014.1,32400.0
Amritsar,2019-11-20,,23.0,11.0,16.6,95,48,76,0.0,0.0,0.0,8.7,4.8,71,15.1,1015.0,26757.28
Amritsar,2019-11-21,,22.2,11.1,16.2,100,57,83,0.0,0.0,0.0,8.7,5.3,30,15.8,1017.5,23401.72
Amritsar,2019-11-22,,19.4,13.3,16.3,97,67,83,0.0,0.0,0.0,9.6,6.0,322,17.3,1017.7,0.0
Amritsar,2019-11-23,,23.5,13.0,17.6,96,50,73,0.2,0.2,0.0,11.5,7.0,320,20.9,1017.4,33066.86
Amritsar,2019-11-24,,23.8,12.4,17.2,93,44,72,0.0,0.0,0.0,8.3,5.4,298,15.5,1016.1,33140.54
Amritsar,2019-11-25,,23.4,11.7,16.8,95,39,74,0.0,0.0,0.0,8.2,4.3,88,13.0,1016.7,33085.17
Amritsar,2019-11-26,,22.9,11.2,17.3,95,44,71,0.2,0.2,0.0,9.2,6.3,52,20.5,1017.2,26163.63
Amritsar,2019-11-27,,18.0,13.8,15.8,96,80,89,19.6,19.6,0.0,11.6,7.4,53,33.8,1016.6,13056.01
Amritsar,2019-11-28,,20.8,12.8,16.0,98,71,89,7.9,7.9,0.0,13.0,7.0,82,28.8,1018.2,27330.82
Amritsar,2019-11-29,,20.5,12.1,15.2,98,56,85,0.1,0.1,0.0,8.7,5.7,26,17.6,1018.4,32741.97
Amritsar,2019-11-30,,21.3,10.0,14.7,100,56,82,0.0,0.0,0.0,9.8,6.0,297,15.1,1017.5,30090.5
Amritsar,2019-12-01,,21.9,9.3,15.2,91,41,66,0.0,0.0,0.0,10.2,5.9,293,17.3,1016.6,32763.46
Amritsar,2019-12-02,,21.2,8.6,14.5,89,40,67,0.0,0.0,0.0,9.9,7.1,325,23.8,1017.6,32837.81
Amritsar,2019-12-03,,20.5,7.0,13.3,90,37,68,0.0,0.0,0.0,10.5,7.1,321,23.8,1017.0,32788.18
Amritsar,2019-12-04,,20.8,6.9,12.3,100,46,82,0.0,0.0,0.0,9.7,4.8,94,17.6,1018.8,27483.53
Amritsar,2019-12-05,,20.3,6.9,12.8,99,53,83,0.0,0.0,0.0,9.5,6.0,64,15.1,1021.7,32235.36
Amritsar,2019-12-06,,20.8,8.1,12.8,100,52,84,0.0,0.0,0.0,11.2,7.6,348,19.4,1021.2,26173.35
Amritsar,2019-12-07,,21.8,6.4,14.0,97,41,72,0.0,0.0,0.0,10.1,5.5,346,12.6,1019.8,32601.61
Amritsar,2019-12-08,,21.4,6.7,14.2,93,45,72,0.0,0.0,0.0,8.1,4.2,28,13.3,1019.2,32556.64
Amritsar,2019-12-09,,19.9,9.0,13.7,93,49,78,0.0,0.0,0.0,7.6,3.4,85,15.8,1018.6,23720.17
Amritsar,2019-12-10,,18.8,6.2,12.6,100,54,81,0.0,0.0,0.0,7.6,4.2,338,15.5,1015.9,25200.0
Amritsar,2019-12-11,,19.3,7.8,12.7,100,55,85,0.0,0.0,0.0,7.6,4.7,90,18.4,1014.5,18694.33
Amritsar,2019-12-12,,15.1,11.7,12.9,95,79,91,30.1,30.1,0.0,15.8,8.8,71,45.0,1013.8,3058.13
Amritsar,2019-12-13,,16.5,10.2,12.7,99,62,86,12.4,12.4,0.0,16.6,7.3,253,39.2,1012.5,23268.72
Amritsar,2019-12-14,,16.6,8.9,11.7,98,59,87,0.7,0.7,0.0,9.9,7.0,101,23.0,1020.9,27885.12
Amritsar,2019-12-15,,16.9,6.7,11.0,99,58,85,0.0,0.0,0.0,8.9,6.6,307,19.4,1020.8,32002.53
Amritsar,2019-12-16,,18.1,6.8,11.0,97,56,84,0.0,0.0,0.0,10.0,7.8,291,23.8,1020.3,32296.65
Amritsar,2019-12-17,,17.3,5.6,10.8,99,52,80,0.0,0.0,0.0,10.2,6.8,300,19.4,1021.2,32586.22
Amritsar,2019-12-18,,17.0,4.5,9.5,99,53,84,0.0,0.0,0.0,11.0,5.7,298,15.5,1019.6,31532.78
Amritsar,2019-12-19,,15.3,5.3,9.8,100,71,92,0.0,0.0,0.0,8.5,3.5,105,14.4,1018.9,18861.08
Amritsar,2019-12-20,,15.9,7.7,11.0,98,71,91,2.1,2.1,0.0,9.5,5.5,341,22.0,1016.6,27608.16
Amritsar,2019-12-21,,17.5,7.5,11.0,100,64,90,0.1,0.1,0.0,10.8,7.3,317,21.6,1018.0,25658.04
Amritsar,2019-12-22,,17.0,6.2,9.9,100,64,90,0.0,0.0,0.0,10.3,7.2,306,19.4,1019.2,24476.66
Amritsar,2019-12-23,,15.7,4.6,9.3,100,64,89,0.0,0.0,0.0,10.4,4.1,324,14.8,1017.7,26090.71
Amritsar,2019-12-24,,13.8,4.6,8.1,100,71,91,0.1,0.1,0.0,8.9,5.2,347,18.4,1020.4,19397.42
Amritsar,2019-12-25,,12.9,4.4,7.5,100,71,92,0.0,0.0,0.0,8.7,5.3,328,21.2,1019.6,15227.32
Amritsar,2019-12-26,,11.8,2.4,6.4,100,72,92,0.0,0.0,0.0,7.1,3.9,319,15.8,1018.6,13819.07
Amritsar,2019-12-27,,11.0,1.5,5.1,100,75,93,0.0,0.0,0.0,9.5,4.3,57,14.4,1019.9,22529.45
Amritsar,2019-12-28,,10.9,2.5,6.0,100,75,91,0.0,0.0,0.0,7.7,4.4,356,15.5,1020.5,17280.41
Amritsar,2019-12-29,,10.8,2.9,6.3,100,71,90,0.0,0.0,0.0,6.7,4.4,0,16.2,1021.5,19620.98
Amritsar,2019-12-30,,10.5,1.2,4.8,100,80,95,0.0,0.0,0.0,7.2,4.3,65,14.4,1020.1,20588.53
Amritsar,2019-12-31,,11.8,2.1,5.9,100,66,91,0.0,0.0,0.0,12.5,5.7,78,27.4,1021.5,21349.6
Amritsar,2020-01-01,,14.0,2.4,6.8,100,68,92,0.0,0.0,0.0,9.0,5.2,45,16.6,1022.7,17116.59
Amritsar,2020-01-02,,17.1,4.3,9.1,99,60,87,0.0,0.0,0.0,10.7,7.9,14,18.7,1022.7,28414.57
Amritsar,2020-01-03,,17.7,4.4,11.2,97,55,78,0.0,0.0,0.0,9.4,5.5,323,15.1,1019.6,32598.45
Amritsar,2020-01-04,,16.7,5.3,11.0,98,62,82,0.0,0.0,0.0,8.7,4.7,94,15.5,1018.2,31077.67
Amritsar,2020-01-05,,15.7,4.8,10.1,97,61,84,0.2,0.2,0.0,9.2,5.3,8,11.9,1019.0,17159.57
Amritsar,2020-01-06,,10.5,9.2,10.0,95,80,90,13.0,13.0,0.0,12.0,6.0,48,22.3,1020.0,0.0
Amritsar,2020-01-07,,13.0,8.7,10.9,98,89,96,9.1,9.1,0.0,6.0,4.0,51,26.3,1017.4,3483.79
Amritsar,2020-01-08,,14.0,6.0,9.9,100,62,88,0.1,0.1,0.0,8.3,6.5,314,19.4,1016.1,26647.86
Amritsar,2020-01-09,,14.3,3.2,7.7,100,64,87,0.0,0.0,0.0,10.5,6.7,306,15.8,1020.3,25991.33
Amritsar,2020-01-10,,15.6,4.0,8.3,91,50,77,0.0,0.0,0.0,11.4,9.2,302,24.5,1020.8,33330.54
Amritsar,2020-01-11,,14.8,3.6,9.0,94,55,78,0.0,0.0,0.0,10.2,6.3,319,18.4,1020.1,16893.0
Amritsar,2020-01-12,,16.9,7.9,11.9,87,58,74,0.0,0.0,0.0,16.7,6.1,291,29.5,1016.7,20020.65
Amritsar,2020-01-13,,13.8,7.8,10.6,98,85,92,16.6,16.6,0.0,20.8,9.5,155,40.3,1010.7,3372.79
Amritsar,2020-01-14,,14.4,6.2,9.4,100,69,89,0.0,0.0,0.0,9.0,5.2,324,15.1,1016.8,29352.55
Amritsar,2020-01-20,,16.4,6.9,11.3,93,49,76,0.1,0.1,0.0,9.5,6.1,302,18.7,1017.8,27954.41
Amritsar,2020-01-21,,16.8,8.4,11.8,93,55,78,0.7,0.7,0.0,11.5,8.7,47,24.5,1019.8,32291.93
Amritsar,2020-01-22,,17.5,6.3,10.9,93,50,74,0.0,0.0,0.0,12.2,9.4,321,25.6,1022.0,34143.33
Amritsar,2020-01-23,,16.5,5.2,10.2,90,50,71,0.0,0.0,0.0,12.4,9.9,298,27.7,1020.2,34469.86
Amritsar,2020-01-24,,17.4,4.4,9.8,85,46,69,0.0,0.0,0.0,12.0,8.8,291,22.7,1017.1,34474.74
Amritsar,2020-01-25,,17.0,6.5,11.0,90,57,77,1.4,1.4,0.0,10.0,5.5,355,15.5,1016.6,33786.53
Amritsar,2020-01-26,,18.2,5.4,11.7,97,53,77,0.0,0.0,0.0,7.3,4.8,56,17.6,1015.2,34345.12
Amritsar,2020-01-27,,17.6,6.0,11.1,94,62,84,0.5,0.5,0.0,12.3,6.8,130,26.3,1012.5,20173.4
Amritsar,2020-01-28,,13.6,9.8,11.7,95,85,92,11.7,11.7,0.0,16.2,10.8,113,30.2,1010.9,5742.72
Amritsar,2020-01-29,,15.5,7.9,11.4,98,74,91,2.6,2.6,0.0,16.1,8.5,124,32.0,1017.1,31555.12
Amritsar,2020-01-30,,15.6,5.7,9.6,100,66,89,0.0,0.0,0.0,10.4,7.6,303,22.0,1019.0,30985.96
Amritsar,2020-01-31,,16.3,4.5,9.7,97,59,84,0.1,0.1,0.0,10.5,6.4,255,16.6,1015.6,34652.49
Amritsar,2020-02-04,,16.1,4.9,9.6,99,58,85,1.3,1.3,0.0,11.2,6.3,96,16.6,1018.0,17312.33
Amritsar,2020-02-05,,16.7,5.5,9.7,98,55,83,0.0,0.0,0.0,10.4,8.0,289,21.6,1018.3,35032.49
Amritsar,2020-02-06,,16.9,4.1,9.8,94,50,78,0.0,0.0,0.0,9.7,5.9,242,13.3,1016.3,35079.43
Amritsar,2020-02-07,,17.5,4.9,11.4,96,55,78,0.0,0.0,0.0,8.9,5.0,61,16.6,1019.6,35128.05
Amritsar,2020-02-08,,18.0,4.5,11.9,97,51,74,0.0,0.0,0.0,8.3,5.2,285,20.2,1021.2,35178.26
Amritsar,2020-02-09,,19.6,6.1,13.2,96,52,73,0.0,0.0,0.0,6.4,3.3,323,14.4,1021.4,35229.95
Amritsar,2020-02-10,,20.0,5.6,12.9,97,47,74,0.0,0.0,0.0,9.8,6.2,283,22.0,1019.5,35283.05
Amritsar,2020-02-11,,20.5,6.3,13.3,95,52,76,0.0,0.0,0.0,9.8,6.2,299,18.4,1019.8,34846.17
Amritsar,2020-02-12,,21.5,8.6,14.3,92,47,73,0.0,0.0,0.0,12.3,8.5,311,26.3,1019.8,25163.29
Amritsar,2020-02-13,,23.5,10.7,16.2,87,52,70,0.0,0.0,0.0,15.6,9.9,290,31.0,1016.9,35498.75
Amritsar,2020-02-14,,21.8,10.3,15.2,93,45,69,0.0,0.0,0.0,15.6,10.9,292,31.7,1013.9,35644.86
Amritsar,2020-02-15,,23.6,9.3,15.8,64,33,51,0.0,0.0,0.0,13.0,8.9,297,28.1,1013.4,35796.61
Amritsar,2020-02-16,,23.4,10.5,16.3,80,41,60,0.0,0.0,0.0,10.0,4.8,322,16.6,1016.2,35721.92
Amritsar,2020-02-17,,23.3,6.9,15.8,89,37,61,0.0,0.0,0.0,10.9,7.9,319,21.2,1017.6,36011.62
Amritsar,2020-02-18,,23.8,6.7,14.3,83,35,63,0.0,0.0,0.0,11.3,8.8,291,25.2,1014.2,36069.59
Amritsar,2020-02-25,,24.4,10.2,17.3,91,44,70,0.0,0.0,0.0,11.5,5.6,323,19.8,1013.7,36524.48
Amritsar,2020-02-26,,25.1,10.7,17.7,97,46,76,0.0,0.0,0.0,9.0,4.6,47,16.9,1013.9,36764.71
Amritsar,2020-02-27,,24.7,13.5,18.2,95,57,82,0.0,0.0,0.0,7.9,6.7,116,21.6,1014.4,34050.18
Amritsar,2020-02-28,,23.2,14.3,18.2,94,67,83,0.4,0.4,0.0,17.2,11.2,100,33.8,1012.7,35035.82
Amritsar,2020-02-29,,21.2,14.1,17.0,97,68,86,27.0,27.0,0.0,18.9,12.4,90,55.8,1012.8,14044.11
Amritsar,2020-03-01,,22.9,12.1,16.8,97,60,82,1.4,1.4,0.0,10.1,6.2,32,20.9,1014.9,37142.18
Amritsar,2020-03-02,,23.7,11.7,17.8,95,55,75,0.0,0.0,0.0,9.4,5.2,312,17.3,1013.4,37143.38
Amritsar,2020-03-03,,24.1,11.1,17.5,94,48,74,0.0,0.0,0.0,9.7,6.3,294,18.0,1011.7,37537.6
